2026-04-01 01:35:03 | INFO | === gifdroid_llm.2026-04-01T05-35-03__run-003__pipeline__started ===
2026-04-01 01:35:03 | INFO | Starting gifdroid_llm pipeline
2026-04-01 01:35:03 | INFO | Resolved video path: /Users/tanmaybhuskute/Documents/gifdroid-reproduction/apps/adaway/videos/screenrec/srv-001.mp4
2026-04-01 01:35:03 | INFO | Environment validated for llm=llama model=llama3.2-vision
2026-04-01 01:35:03 | INFO | Running llama prerequisite check before trace generation | timeout=unlimited
2026-04-01 01:35:10 | INFO | Starting frame extraction | native_fps=25.935 target_fps=1.500 stride=17 total_frames=772
2026-04-01 01:35:11 | INFO | Frame extraction complete | sampled_frames=46
2026-04-01 01:35:11 | INFO | Keyframe selection complete | method=llm_assisted threshold=4.514 selected=8 sampled=46
2026-04-01 01:37:54 | DEBUG | Llama token chunk | chars=3 | content='",\n'
2026-04-01 01:37:54 | DEBUG | Llama token chunk | chars=3 | content='   '
2026-04-01 01:37:54 | DEBUG | Llama token chunk | chars=2 | content=' "'
2026-04-01 01:37:54 | DEBUG | Llama token chunk | chars=6 | content='action'
2026-04-01 01:37:54 | DEBUG | Llama token chunk | chars=5 | content='_type'
2026-04-01 01:37:54 | DEBUG | Llama token chunk | chars=2 | content='":'
2026-04-01 01:37:54 | DEBUG | Llama token chunk | chars=2 | content=' "'
2026-04-01 01:37:54 | DEBUG | Llama token chunk | chars=4 | content='type'
2026-04-01 01:37:54 | DEBUG | Llama token chunk | chars=3 | content='",\n'
2026-04-01 01:37:54 | DEBUG | Llama token chunk | chars=3 | content='   '
2026-04-01 01:37:54 | DEBUG | Llama token chunk | chars=2 | content=' "'
2026-04-01 01:37:54 | DEBUG | Llama token chunk | chars=6 | content='target'
2026-04-01 01:37:54 | DEBUG | Llama token chunk | chars=2 | content='":'
2026-04-01 01:37:54 | DEBUG | Llama token chunk | chars=2 | content=' "'
2026-04-01 01:37:55 | DEBUG | Llama token chunk | chars=2 | content='Ad'
2026-04-01 01:37:55 | DEBUG | Llama token chunk | chars=4 | content='Away'
2026-04-01 01:37:55 | DEBUG | Llama token chunk | chars=5 | content=' home'
2026-04-01 01:37:55 | DEBUG | Llama token chunk | chars=7 | content=' screen'
2026-04-01 01:37:55 | DEBUG | Llama token chunk | chars=3 | content='",\n'
2026-04-01 01:37:55 | DEBUG | Llama token chunk | chars=3 | content='   '
2026-04-01 01:37:55 | DEBUG | Llama token chunk | chars=2 | content=' "'
2026-04-01 01:37:55 | DEBUG | Llama token chunk | chars=7 | content='details'
2026-04-01 01:37:55 | DEBUG | Llama token chunk | chars=2 | content='":'
2026-04-01 01:37:55 | DEBUG | Llama token chunk | chars=2 | content=' "'
2026-04-01 01:37:55 | DEBUG | Llama token chunk | chars=4 | content='User'
2026-04-01 01:37:55 | DEBUG | Llama token chunk | chars=10 | content=' continued'
2026-04-01 01:37:55 | DEBUG | Llama token chunk | chars=7 | content=' typing'
2026-04-01 01:37:56 | DEBUG | Llama token chunk | chars=3 | content=' in'
2026-04-01 01:37:56 | DEBUG | Llama token chunk | chars=4 | content=' the'
2026-04-01 01:37:56 | DEBUG | Llama token chunk | chars=3 | content=' Ad'
2026-04-01 01:37:56 | DEBUG | Llama token chunk | chars=4 | content='Away'
2026-04-01 01:37:56 | DEBUG | Llama token chunk | chars=5 | content=' home'
2026-04-01 01:37:56 | DEBUG | Llama token chunk | chars=7 | content=' screen'
2026-04-01 01:37:56 | DEBUG | Llama token chunk | chars=4 | content='.",\n'
2026-04-01 01:37:56 | DEBUG | Llama token chunk | chars=3 | content='   '
2026-04-01 01:37:56 | DEBUG | Llama token chunk | chars=2 | content=' "'
2026-04-01 01:37:56 | DEBUG | Llama token chunk | chars=10 | content='confidence'
2026-04-01 01:37:56 | DEBUG | Llama token chunk | chars=2 | content='":'
2026-04-01 01:37:56 | DEBUG | Llama token chunk | chars=1 | content=' '
2026-04-01 01:37:57 | DEBUG | Llama token chunk | chars=1 | content='0'
2026-04-01 01:37:57 | DEBUG | Llama token chunk | chars=1 | content='.'
2026-04-01 01:37:57 | DEBUG | Llama token chunk | chars=2 | content='99'
2026-04-01 01:37:57 | DEBUG | Llama token chunk | chars=2 | content=',\n'
2026-04-01 01:37:57 | DEBUG | Llama token chunk | chars=3 | content='   '
2026-04-01 01:37:57 | DEBUG | Llama token chunk | chars=2 | content=' "'
2026-04-01 01:37:57 | DEBUG | Llama token chunk | chars=6 | content='motion'
2026-04-01 01:37:57 | DEBUG | Llama token chunk | chars=6 | content='_score'
2026-04-01 01:37:57 | DEBUG | Llama token chunk | chars=2 | content='":'
2026-04-01 01:37:57 | DEBUG | Llama token chunk | chars=1 | content=' '
2026-04-01 01:37:57 | DEBUG | Llama token chunk | chars=1 | content='9'
2026-04-01 01:37:57 | DEBUG | Llama token chunk | chars=1 | content='.'
2026-04-01 01:37:57 | DEBUG | Llama token chunk | chars=1 | content='1'
2026-04-01 01:37:58 | DEBUG | Llama token chunk | chars=1 | content='\n'
2026-04-01 01:37:58 | DEBUG | Llama token chunk | chars=1 | content=' '
2026-04-01 01:37:58 | DEBUG | Llama token chunk | chars=4 | content=' },\n'
2026-04-01 01:37:58 | DEBUG | Llama token chunk | chars=1 | content=' '
2026-04-01 01:37:58 | DEBUG | Llama token chunk | chars=3 | content=' {\n'
2026-04-01 01:37:58 | DEBUG | Llama token chunk | chars=3 | content='   '
2026-04-01 01:37:58 | DEBUG | Llama token chunk | chars=2 | content=' "'
2026-04-01 01:37:58 | DEBUG | Llama token chunk | chars=6 | content='screen'
2026-04-01 01:37:58 | DEBUG | Llama token chunk | chars=12 | content='_description'
2026-04-01 01:37:58 | DEBUG | Llama token chunk | chars=2 | content='":'
2026-04-01 01:37:58 | DEBUG | Llama token chunk | chars=2 | content=' "'
2026-04-01 01:37:58 | DEBUG | Llama token chunk | chars=2 | content='Ad'
2026-04-01 01:37:58 | DEBUG | Llama token chunk | chars=4 | content='Away'
2026-04-01 01:37:59 | DEBUG | Llama token chunk | chars=5 | content=' home'
2026-04-01 01:37:59 | DEBUG | Llama token chunk | chars=7 | content=' screen'
2026-04-01 01:37:59 | DEBUG | Llama token chunk | chars=8 | content=' showing'
2026-04-01 01:37:59 | DEBUG | Llama token chunk | chars=7 | content=' Enable'
2026-04-01 01:37:59 | DEBUG | Llama token chunk | chars=7 | content=' button'
2026-04-01 01:37:59 | DEBUG | Llama token chunk | chars=4 | content=' and'
2026-04-01 01:37:59 | DEBUG | Llama token chunk | chars=7 | content=' status'
2026-04-01 01:37:59 | DEBUG | Llama token chunk | chars=8 | content=' enabled'
2026-04-01 01:37:59 | DEBUG | Llama token chunk | chars=3 | content='",\n'
2026-04-01 01:37:59 | DEBUG | Llama token chunk | chars=3 | content='   '
2026-04-01 01:37:59 | DEBUG | Llama token chunk | chars=2 | content=' "'
2026-04-01 01:37:59 | DEBUG | Llama token chunk | chars=6 | content='action'
2026-04-01 01:37:59 | DEBUG | Llama token chunk | chars=5 | content='_type'
2026-04-01 01:38:00 | DEBUG | Llama token chunk | chars=2 | content='":'
2026-04-01 01:38:00 | DEBUG | Llama token chunk | chars=2 | content=' "'
2026-04-01 01:38:00 | DEBUG | Llama token chunk | chars=4 | content='type'
2026-04-01 01:38:00 | DEBUG | Llama token chunk | chars=3 | content='",\n'
2026-04-01 01:38:00 | DEBUG | Llama token chunk | chars=3 | content='   '
2026-04-01 01:38:00 | DEBUG | Llama token chunk | chars=2 | content=' "'
2026-04-01 01:38:00 | DEBUG | Llama token chunk | chars=6 | content='target'
2026-04-01 01:38:00 | DEBUG | Llama token chunk | chars=2 | content='":'
2026-04-01 01:38:00 | DEBUG | Llama token chunk | chars=2 | content=' "'
2026-04-01 01:38:00 | DEBUG | Llama token chunk | chars=2 | content='Ad'
2026-04-01 01:38:00 | DEBUG | Llama token chunk | chars=4 | content='Away'
2026-04-01 01:38:00 | DEBUG | Llama token chunk | chars=5 | content=' home'
2026-04-01 01:38:01 | DEBUG | Llama token chunk | chars=7 | content=' screen'
2026-04-01 01:38:01 | DEBUG | Llama token chunk | chars=3 | content='",\n'
2026-04-01 01:38:01 | DEBUG | Llama token chunk | chars=3 | content='   '
2026-04-01 01:38:01 | DEBUG | Llama token chunk | chars=2 | content=' "'
2026-04-01 01:38:01 | DEBUG | Llama token chunk | chars=7 | content='details'
2026-04-01 01:38:01 | DEBUG | Llama token chunk | chars=2 | content='":'
2026-04-01 01:38:01 | DEBUG | Llama token chunk | chars=2 | content=' "'
2026-04-01 01:38:01 | DEBUG | Llama token chunk | chars=4 | content='User'
2026-04-01 01:38:01 | DEBUG | Llama token chunk | chars=10 | content=' continued'
2026-04-01 01:38:01 | DEBUG | Llama token chunk | chars=7 | content=' typing'
2026-04-01 01:38:01 | DEBUG | Llama token chunk | chars=3 | content=' in'
2026-04-01 01:38:01 | DEBUG | Llama token chunk | chars=4 | content=' the'
2026-04-01 01:38:01 | DEBUG | Llama token chunk | chars=3 | content=' Ad'
2026-04-01 01:38:02 | DEBUG | Llama token chunk | chars=4 | content='Away'
2026-04-01 01:38:02 | DEBUG | Llama token chunk | chars=5 | content=' home'
2026-04-01 01:38:02 | DEBUG | Llama token chunk | chars=7 | content=' screen'
2026-04-01 01:38:02 | DEBUG | Llama token chunk | chars=4 | content='.",\n'
2026-04-01 01:38:02 | DEBUG | Llama token chunk | chars=3 | content='   '
2026-04-01 01:38:02 | DEBUG | Llama token chunk | chars=2 | content=' "'
2026-04-01 01:38:02 | DEBUG | Llama token chunk | chars=10 | content='confidence'
2026-04-01 01:38:02 | DEBUG | Llama token chunk | chars=2 | content='":'
2026-04-01 01:38:02 | DEBUG | Llama token chunk | chars=1 | content=' '
2026-04-01 01:38:02 | DEBUG | Llama token chunk | chars=1 | content='0'
2026-04-01 01:38:02 | DEBUG | Llama token chunk | chars=1 | content='.'
2026-04-01 01:38:02 | DEBUG | Llama token chunk | chars=2 | content='99'
2026-04-01 01:38:02 | DEBUG | Llama token chunk | chars=2 | content=',\n'
2026-04-01 01:38:03 | DEBUG | Llama token chunk | chars=3 | content='   '
2026-04-01 01:38:03 | DEBUG | Llama token chunk | chars=2 | content=' "'
2026-04-01 01:38:03 | DEBUG | Llama token chunk | chars=6 | content='motion'
2026-04-01 01:38:03 | DEBUG | Llama token chunk | chars=6 | content='_score'
2026-04-01 01:38:03 | DEBUG | Llama token chunk | chars=2 | content='":'
2026-04-01 01:38:03 | DEBUG | Llama token chunk | chars=1 | content=' '
2026-04-01 01:38:03 | DEBUG | Llama token chunk | chars=1 | content='5'
2026-04-01 01:38:03 | DEBUG | Llama token chunk | chars=1 | content='.'
2026-04-01 01:38:03 | DEBUG | Llama token chunk | chars=1 | content='8'
2026-04-01 01:38:03 | DEBUG | Llama token chunk | chars=1 | content='\n'
2026-04-01 01:38:03 | DEBUG | Llama token chunk | chars=1 | content=' '
2026-04-01 01:38:03 | DEBUG | Llama token chunk | chars=4 | content=' },\n'
2026-04-01 01:38:03 | DEBUG | Llama token chunk | chars=1 | content=' '
2026-04-01 01:38:04 | DEBUG | Llama token chunk | chars=3 | content=' {\n'
2026-04-01 01:38:04 | DEBUG | Llama token chunk | chars=3 | content='   '
2026-04-01 01:38:04 | DEBUG | Llama token chunk | chars=2 | content=' "'
2026-04-01 01:38:04 | DEBUG | Llama token chunk | chars=6 | content='screen'
2026-04-01 01:38:04 | DEBUG | Llama token chunk | chars=12 | content='_description'
2026-04-01 01:38:04 | DEBUG | Llama token chunk | chars=2 | content='":'
2026-04-01 01:38:04 | DEBUG | Llama token chunk | chars=2 | content=' "'
2026-04-01 01:38:04 | DEBUG | Llama token chunk | chars=2 | content='Ad'
2026-04-01 01:38:04 | DEBUG | Llama token chunk | chars=4 | content='Away'
2026-04-01 01:38:04 | DEBUG | Llama token chunk | chars=5 | content=' home'
2026-04-01 01:38:04 | DEBUG | Llama token chunk | chars=7 | content=' screen'
2026-04-01 01:38:04 | DEBUG | Llama token chunk | chars=8 | content=' showing'
2026-04-01 01:38:04 | DEBUG | Llama token chunk | chars=7 | content=' Enable'
2026-04-01 01:38:05 | DEBUG | Llama token chunk | chars=7 | content=' button'
2026-04-01 01:38:05 | DEBUG | Llama token chunk | chars=4 | content=' and'
2026-04-01 01:38:05 | DEBUG | Llama token chunk | chars=7 | content=' status'
2026-04-01 01:38:05 | DEBUG | Llama token chunk | chars=8 | content=' enabled'
2026-04-01 01:38:05 | DEBUG | Llama token chunk | chars=3 | content='",\n'
2026-04-01 01:38:05 | DEBUG | Llama token chunk | chars=3 | content='   '
2026-04-01 01:38:05 | DEBUG | Llama token chunk | chars=2 | content=' "'
2026-04-01 01:38:05 | DEBUG | Llama token chunk | chars=6 | content='action'
2026-04-01 01:38:05 | DEBUG | Llama token chunk | chars=5 | content='_type'
2026-04-01 01:38:05 | DEBUG | Llama token chunk | chars=2 | content='":'
2026-04-01 01:38:05 | DEBUG | Llama token chunk | chars=2 | content=' "'
2026-04-01 01:38:05 | DEBUG | Llama token chunk | chars=4 | content='wait'
2026-04-01 01:38:05 | DEBUG | Llama token chunk | chars=3 | content='",\n'
2026-04-01 01:38:06 | DEBUG | Llama token chunk | chars=3 | content='   '
2026-04-01 01:38:06 | DEBUG | Llama token chunk | chars=2 | content=' "'
2026-04-01 01:38:06 | DEBUG | Llama token chunk | chars=6 | content='target'
2026-04-01 01:38:06 | DEBUG | Llama token chunk | chars=2 | content='":'
2026-04-01 01:38:06 | DEBUG | Llama token chunk | chars=2 | content=' "'
2026-04-01 01:38:06 | DEBUG | Llama token chunk | chars=2 | content='Ad'
2026-04-01 01:38:06 | DEBUG | Llama token chunk | chars=4 | content='Away'
2026-04-01 01:38:06 | DEBUG | Llama token chunk | chars=5 | content=' home'
2026-04-01 01:38:06 | DEBUG | Llama token chunk | chars=7 | content=' screen'
2026-04-01 01:38:06 | DEBUG | Llama token chunk | chars=3 | content='",\n'
2026-04-01 01:38:06 | DEBUG | Llama token chunk | chars=3 | content='   '
2026-04-01 01:38:06 | DEBUG | Llama token chunk | chars=2 | content=' "'
2026-04-01 01:38:07 | DEBUG | Llama token chunk | chars=7 | content='details'
2026-04-01 01:38:07 | DEBUG | Llama token chunk | chars=2 | content='":'
2026-04-01 01:38:07 | DEBUG | Llama token chunk | chars=2 | content=' "'
2026-04-01 01:38:07 | DEBUG | Llama token chunk | chars=4 | content='User'
2026-04-01 01:38:07 | DEBUG | Llama token chunk | chars=7 | content=' waited'
2026-04-01 01:38:07 | DEBUG | Llama token chunk | chars=4 | content=' for'
2026-04-01 01:38:07 | DEBUG | Llama token chunk | chars=3 | content=' Ad'
2026-04-01 01:38:07 | DEBUG | Llama token chunk | chars=4 | content='Away'
2026-04-01 01:38:07 | DEBUG | Llama token chunk | chars=3 | content=' to'
2026-04-01 01:38:07 | DEBUG | Llama token chunk | chars=7 | content=' finish'
2026-04-01 01:38:07 | DEBUG | Llama token chunk | chars=9 | content=' enabling'
2026-04-01 01:38:07 | DEBUG | Llama token chunk | chars=4 | content='.",\n'
2026-04-01 01:38:07 | DEBUG | Llama token chunk | chars=3 | content='   '
2026-04-01 01:38:08 | DEBUG | Llama token chunk | chars=2 | content=' "'
2026-04-01 01:38:08 | DEBUG | Llama token chunk | chars=10 | content='confidence'
2026-04-01 01:38:08 | DEBUG | Llama token chunk | chars=2 | content='":'
2026-04-01 01:38:08 | DEBUG | Llama token chunk | chars=1 | content=' '
2026-04-01 01:38:08 | DEBUG | Llama token chunk | chars=1 | content='0'
2026-04-01 01:38:08 | DEBUG | Llama token chunk | chars=1 | content='.'
2026-04-01 01:38:08 | DEBUG | Llama token chunk | chars=2 | content='99'
2026-04-01 01:38:08 | DEBUG | Llama token chunk | chars=2 | content=',\n'
2026-04-01 01:38:08 | DEBUG | Llama token chunk | chars=3 | content='   '
2026-04-01 01:38:08 | DEBUG | Llama token chunk | chars=2 | content=' "'
2026-04-01 01:38:08 | DEBUG | Llama token chunk | chars=6 | content='motion'
2026-04-01 01:38:08 | DEBUG | Llama token chunk | chars=6 | content='_score'
2026-04-01 01:38:09 | DEBUG | Llama token chunk | chars=2 | content='":'
2026-04-01 01:38:09 | DEBUG | Llama token chunk | chars=1 | content=' '
2026-04-01 01:38:09 | DEBUG | Llama token chunk | chars=2 | content='21'
2026-04-01 01:38:09 | DEBUG | Llama token chunk | chars=1 | content='.'
2026-04-01 01:38:09 | DEBUG | Llama token chunk | chars=1 | content='8'
2026-04-01 01:38:09 | DEBUG | Llama token chunk | chars=1 | content='\n'
2026-04-01 01:38:09 | DEBUG | Llama token chunk | chars=1 | content=' '
2026-04-01 01:38:09 | DEBUG | Llama token chunk | chars=4 | content=' },\n'
2026-04-01 01:38:09 | DEBUG | Llama token chunk | chars=1 | content=' '
2026-04-01 01:38:09 | DEBUG | Llama token chunk | chars=3 | content=' {\n'
2026-04-01 01:38:09 | DEBUG | Llama token chunk | chars=3 | content='   '
2026-04-01 01:38:09 | DEBUG | Llama token chunk | chars=2 | content=' "'
2026-04-01 01:38:09 | DEBUG | Llama token chunk | chars=6 | content='screen'
2026-04-01 01:38:10 | DEBUG | Llama token chunk | chars=12 | content='_description'
2026-04-01 01:38:10 | DEBUG | Llama token chunk | chars=2 | content='":'
2026-04-01 01:38:10 | DEBUG | Llama token chunk | chars=2 | content=' "'
2026-04-01 01:38:10 | DEBUG | Llama token chunk | chars=2 | content='Ad'
2026-04-01 01:38:10 | DEBUG | Llama token chunk | chars=4 | content='Away'
2026-04-01 01:38:10 | DEBUG | Llama token chunk | chars=5 | content=' home'
2026-04-01 01:38:10 | DEBUG | Llama token chunk | chars=7 | content=' screen'
2026-04-01 01:38:10 | DEBUG | Llama token chunk | chars=8 | content=' showing'
2026-04-01 01:38:10 | DEBUG | Llama token chunk | chars=7 | content=' Enable'
2026-04-01 01:38:10 | DEBUG | Llama token chunk | chars=7 | content=' button'
2026-04-01 01:38:10 | DEBUG | Llama token chunk | chars=4 | content=' and'
2026-04-01 01:38:10 | DEBUG | Llama token chunk | chars=7 | content=' status'
2026-04-01 01:38:11 | DEBUG | Llama token chunk | chars=8 | content=' enabled'
2026-04-01 01:38:11 | DEBUG | Llama token chunk | chars=3 | content='",\n'
2026-04-01 01:38:11 | DEBUG | Llama token chunk | chars=3 | content='   '
2026-04-01 01:38:11 | DEBUG | Llama token chunk | chars=2 | content=' "'
2026-04-01 01:38:11 | DEBUG | Llama token chunk | chars=6 | content='action'
2026-04-01 01:38:11 | DEBUG | Llama token chunk | chars=5 | content='_type'
2026-04-01 01:38:11 | DEBUG | Llama token chunk | chars=2 | content='":'
2026-04-01 01:38:11 | DEBUG | Llama token chunk | chars=2 | content=' "'
2026-04-01 01:38:11 | DEBUG | Llama token chunk | chars=4 | content='wait'
2026-04-01 01:38:11 | DEBUG | Llama token chunk | chars=3 | content='",\n'
2026-04-01 01:38:11 | DEBUG | Llama token chunk | chars=3 | content='   '
2026-04-01 01:38:11 | DEBUG | Llama token chunk | chars=2 | content=' "'
2026-04-01 01:38:11 | DEBUG | Llama token chunk | chars=6 | content='target'
2026-04-01 01:38:11 | DEBUG | Llama token chunk | chars=2 | content='":'
2026-04-01 01:38:12 | DEBUG | Llama token chunk | chars=2 | content=' "'
2026-04-01 01:38:12 | DEBUG | Llama token chunk | chars=2 | content='Ad'
2026-04-01 01:38:12 | DEBUG | Llama token chunk | chars=4 | content='Away'
2026-04-01 01:38:12 | DEBUG | Llama token chunk | chars=5 | content=' home'
2026-04-01 01:38:12 | DEBUG | Llama token chunk | chars=7 | content=' screen'
2026-04-01 01:38:12 | DEBUG | Llama token chunk | chars=3 | content='",\n'
2026-04-01 01:38:12 | DEBUG | Llama token chunk | chars=3 | content='   '
2026-04-01 01:38:12 | DEBUG | Llama token chunk | chars=2 | content=' "'
2026-04-01 01:38:12 | DEBUG | Llama token chunk | chars=7 | content='details'
2026-04-01 01:38:12 | DEBUG | Llama token chunk | chars=2 | content='":'
2026-04-01 01:38:12 | DEBUG | Llama token chunk | chars=2 | content=' "'
2026-04-01 01:38:12 | DEBUG | Llama token chunk | chars=4 | content='User'
2026-04-01 01:38:12 | DEBUG | Llama token chunk | chars=7 | content=' waited'
2026-04-01 01:38:13 | DEBUG | Llama token chunk | chars=4 | content=' for'
2026-04-01 01:38:13 | DEBUG | Llama token chunk | chars=3 | content=' Ad'
2026-04-01 01:38:13 | DEBUG | Llama token chunk | chars=4 | content='Away'
2026-04-01 01:38:13 | DEBUG | Llama token chunk | chars=3 | content=' to'
2026-04-01 01:38:13 | DEBUG | Llama token chunk | chars=7 | content=' finish'
2026-04-01 01:38:13 | DEBUG | Llama token chunk | chars=9 | content=' enabling'
2026-04-01 01:38:13 | DEBUG | Llama token chunk | chars=4 | content='.",\n'
2026-04-01 01:38:13 | DEBUG | Llama token chunk | chars=3 | content='   '
2026-04-01 01:38:13 | DEBUG | Llama token chunk | chars=2 | content=' "'
2026-04-01 01:38:13 | DEBUG | Llama token chunk | chars=10 | content='confidence'
2026-04-01 01:38:13 | DEBUG | Llama token chunk | chars=2 | content='":'
2026-04-01 01:38:13 | DEBUG | Llama token chunk | chars=1 | content=' '
2026-04-01 01:38:14 | DEBUG | Llama token chunk | chars=1 | content='0'
2026-04-01 01:38:14 | DEBUG | Llama token chunk | chars=1 | content='.'
2026-04-01 01:38:14 | DEBUG | Llama token chunk | chars=2 | content='99'
2026-04-01 01:38:14 | DEBUG | Llama token chunk | chars=2 | content=',\n'
2026-04-01 01:38:14 | DEBUG | Llama token chunk | chars=3 | content='   '
2026-04-01 01:38:14 | DEBUG | Llama token chunk | chars=2 | content=' "'
2026-04-01 01:38:14 | DEBUG | Llama token chunk | chars=6 | content='motion'
2026-04-01 01:38:14 | DEBUG | Llama token chunk | chars=6 | content='_score'
2026-04-01 01:38:14 | DEBUG | Llama token chunk | chars=2 | content='":'
2026-04-01 01:38:14 | DEBUG | Llama token chunk | chars=1 | content=' '
2026-04-01 01:38:14 | DEBUG | Llama token chunk | chars=1 | content='0'
2026-04-01 01:38:14 | DEBUG | Llama token chunk | chars=1 | content='.'
2026-04-01 01:38:14 | DEBUG | Llama token chunk | chars=1 | content='2'
2026-04-01 01:38:15 | DEBUG | Llama token chunk | chars=1 | content='\n'
2026-04-01 01:38:15 | DEBUG | Llama token chunk | chars=1 | content=' '
2026-04-01 01:38:15 | DEBUG | Llama token chunk | chars=3 | content=' }\n'
2026-04-01 01:38:15 | DEBUG | Llama token chunk | chars=2 | content=']\n'
2026-04-01 01:38:15 | DEBUG | Llama token chunk | chars=1 | content='['
2026-04-01 01:38:15 | DEBUG | Llama token chunk | chars=3 | content='End'
2026-04-01 01:38:15 | DEBUG | Llama token chunk | chars=3 | content=' of'
2026-04-01 01:38:15 | DEBUG | Llama token chunk | chars=5 | content=' JSON'
2026-04-01 01:38:15 | DEBUG | Llama token chunk | chars=6 | content=' array'
2026-04-01 01:38:15 | DEBUG | Llama token chunk | chars=3 | content=']\n\n'
2026-04-01 01:38:15 | DEBUG | Llama token chunk | chars=4 | content='Note'
2026-04-01 01:38:16 | DEBUG | Llama token chunk | chars=1 | content=':'
2026-04-01 01:38:16 | DEBUG | Llama token chunk | chars=2 | content=' I'
2026-04-01 01:38:16 | DEBUG | Llama token chunk | chars=3 | content="'ve"
2026-04-01 01:38:16 | DEBUG | Llama token chunk | chars=5 | content=' used'
2026-04-01 01:38:16 | DEBUG | Llama token chunk | chars=12 | content=' placeholder'
2026-04-01 01:38:16 | DEBUG | Llama token chunk | chars=7 | content=' values'
2026-04-01 01:38:16 | DEBUG | Llama token chunk | chars=4 | content=' for'
2026-04-01 01:38:16 | DEBUG | Llama token chunk | chars=4 | content=' the'
2026-04-01 01:38:16 | DEBUG | Llama token chunk | chars=2 | content=' `'
2026-04-01 01:38:16 | DEBUG | Llama token chunk | chars=7 | content='details'
2026-04-01 01:38:16 | DEBUG | Llama token chunk | chars=1 | content='`'
2026-04-01 01:38:16 | DEBUG | Llama token chunk | chars=6 | content=' field'
2026-04-01 01:38:17 | DEBUG | Llama token chunk | chars=3 | content=' as'
2026-04-01 01:38:17 | DEBUG | Llama token chunk | chars=4 | content=' the'
2026-04-01 01:38:17 | DEBUG | Llama token chunk | chars=7 | content=' actual'
2026-04-01 01:38:17 | DEBUG | Llama token chunk | chars=7 | content=' values'
2026-04-01 01:38:17 | DEBUG | Llama token chunk | chars=5 | content=' were'
2026-04-01 01:38:17 | DEBUG | Llama token chunk | chars=4 | content=' not'
2026-04-01 01:38:17 | DEBUG | Llama token chunk | chars=9 | content=' provided'
2026-04-01 01:38:17 | DEBUG | Llama token chunk | chars=3 | content=' in'
2026-04-01 01:38:17 | DEBUG | Llama token chunk | chars=4 | content=' the'
2026-04-01 01:38:17 | DEBUG | Llama token chunk | chars=9 | content=' question'
2026-04-01 01:38:17 | DEBUG | Llama token chunk | chars=1 | content='.'
2026-04-01 01:38:18 | DEBUG | Llama token chunk | chars=4 | content=' You'
2026-04-01 01:38:18 | DEBUG | Llama token chunk | chars=7 | content=' should'
2026-04-01 01:38:18 | DEBUG | Llama token chunk | chars=8 | content=' replace'
2026-04-01 01:38:18 | DEBUG | Llama token chunk | chars=6 | content=' these'
2026-04-01 01:38:18 | DEBUG | Llama token chunk | chars=5 | content=' with'
2026-04-01 01:38:18 | DEBUG | Llama token chunk | chars=4 | content=' the'
2026-04-01 01:38:18 | DEBUG | Llama token chunk | chars=7 | content=' actual'
2026-04-01 01:38:18 | DEBUG | Llama token chunk | chars=7 | content=' values'
2026-04-01 01:38:18 | DEBUG | Llama token chunk | chars=1 | content='.'
2026-04-01 01:38:18 | DEBUG | Llama token chunk | chars=5 | content=' Also'
2026-04-01 01:38:18 | DEBUG | Llama token chunk | chars=1 | content=','
2026-04-01 01:38:18 | DEBUG | Llama token chunk | chars=2 | content=' I'
2026-04-01 01:38:19 | DEBUG | Llama token chunk | chars=3 | content="'ve"
2026-04-01 01:38:19 | DEBUG | Llama token chunk | chars=8 | content=' assumed'
2026-04-01 01:38:19 | DEBUG | Llama token chunk | chars=5 | content=' that'
2026-04-01 01:38:19 | DEBUG | Llama token chunk | chars=4 | content=' the'
2026-04-01 01:38:19 | DEBUG | Llama token chunk | chars=2 | content=' `'
2026-04-01 01:38:19 | DEBUG | Llama token chunk | chars=6 | content='motion'
2026-04-01 01:38:19 | DEBUG | Llama token chunk | chars=6 | content='_score'
2026-04-01 01:38:19 | DEBUG | Llama token chunk | chars=1 | content='`'
2026-04-01 01:38:19 | DEBUG | Llama token chunk | chars=7 | content=' values'
2026-04-01 01:38:19 | DEBUG | Llama token chunk | chars=4 | content=' are'
2026-04-01 01:38:19 | DEBUG | Llama token chunk | chars=3 | content=' in'
2026-04-01 01:38:19 | DEBUG | Llama token chunk | chars=4 | content=' the'
2026-04-01 01:38:19 | DEBUG | Llama token chunk | chars=6 | content=' range'
2026-04-01 01:38:20 | DEBUG | Llama token chunk | chars=1 | content=' '
2026-04-01 01:38:20 | DEBUG | Llama token chunk | chars=1 | content='0'
2026-04-01 01:38:20 | DEBUG | Llama token chunk | chars=1 | content='-'
2026-04-01 01:38:20 | DEBUG | Llama token chunk | chars=3 | content='100'
2026-04-01 01:38:20 | DEBUG | Llama token chunk | chars=1 | content=','
2026-04-01 01:38:20 | DEBUG | Llama token chunk | chars=3 | content=' as'
2026-04-01 01:38:20 | DEBUG | Llama token chunk | chars=5 | content=' they'
2026-04-01 01:38:20 | DEBUG | Llama token chunk | chars=5 | content=' seem'
2026-04-01 01:38:20 | DEBUG | Llama token chunk | chars=3 | content=' to'
2026-04-01 01:38:20 | DEBUG | Llama token chunk | chars=3 | content=' be'
2026-04-01 01:38:20 | DEBUG | Llama token chunk | chars=1 | content='.'
2026-04-01 01:38:20 | DEBUG | Llama token chunk | chars=3 | content=' If'
